score,time
248.04832991541235,0.2747246
236.0097480409681,0.14245119999999994
429.5813203112597,0.39532350000000005
248.04832991541235,0.19290430000000014
201.56233423966148,0.2926531000000001
208.37056656864178,0.3691608999999998
420.18450379999075,0.7111391
419.0784755482402,0.5157807000000001
192.9812438941134,0.16446959999999988
415.3755434870122,0.7433573999999998
185.35715826994382,0.46098640000000035
428.0206937971713,0.4145380999999997
412.68808141931163,0.9829907999999996
399.27211765050833,1.1790958999999992
211.68251253495274,0.9531470000000013
198.94945355718508,0.6526844999999994
250.40943969625408,0.33155340000000066
202.93272472970045,0.2882649999999991
420.0788546047841,0.4214260999999997
196.3285793208412,1.0438023000000012
207.94746652072186,0.20564300000000024
203.2590690403807,0.7390841000000012
202.1137684976842,0.30055620000000083
392.4804162106823,0.4556582999999996
192.9812438941134,0.2978998999999991
201.56233423966148,0.2784658999999987
239.7723450146892,0.17175370000000179
245.6493299339836,0.24804160000000053
419.84953610663985,0.38512289999999894
430.7301015930841,0.3158826999999995
276.4823775742321,0.41525889999999777
180.62982380409107,0.48429060000000135
230.08921091750807,0.20767649999999804
181.50961406892964,0.794787000000003
174.5694396814013,0.25486589999999865
207.46753872020523,0.3228919999999995
268.91094082045043,0.35305190000000053
178.13822177149768,0.7000991000000027
192.9812438941134,0.23580420000000046
193.73616435281048,0.32770499999999814
251.40912425308932,0.17547349999999895
323.59470989295784,0.9866595999999994
189.99588411548973,0.3291015999999978
166.9054968076708,0.3224096000000003
216.7296351261819,0.3386400000000016
178.38001539724945,0.4411594000000001
185.35715826994382,0.23752190000000084
209.17916991437426,0.20001470000000054
201.11281289822293,0.2239722999999998
199.33775562155847,0.2006666000000017
