score,time
231.70319618141133,11.8725197
200.84338174260645,20.835585700000003
228.60742976575082,13.367728200000002
190.87324018286768,18.117897400000004
207.78738903667508,7.91526859999999
200.84338174260645,15.878771599999993
190.87324018286768,15.907517799999994
208.72292783305957,18.3119815
208.10318992621836,22.34605719999996
201.61080446755912,14.013875000000098
214.81385875875355,12.559616499999947
224.51472859958065,11.898299899999984
207.0022900775773,12.651351200000022
191.3299010018024,13.952751700000022
203.53475009485325,21.123119599999995
216.88911109978926,10.821618600000079
221.95487391864205,13.317320300000006
201.61080446755912,21.695720699999924
186.7015037021153,20.440311100000145
199.36897039036145,15.686613100000159
208.72292783305957,14.119314600000052
201.61080446755912,19.39394970000012
235.93468123009788,12.495743000000175
190.87324018286768,28.2950929000001
238.7517188510301,14.327906400000074
248.57451590935136,22.91692749999993
186.7015037021153,23.869466399999965
208.2731886278921,16.473362400000042
203.53475009485325,10.629390600000079
216.88911109978926,20.096488200000067
208.2731886278921,17.924710600000026
201.61080446755912,16.216732599999887
201.61080446755912,17.900594700000056
235.93468123009788,23.19597060000001
215.83618159174196,12.548943300000246
208.72292783305957,14.254295699999602
202.26632013799815,17.672894499999984
215.83618159174196,21.355834200000118
224.51472859958065,25.64973800000007
203.53475009485325,13.914495299999999
190.87324018286768,19.893643899999915
208.72292783305957,21.279840499999864
200.84338174260645,10.390951000000314
203.53475009485325,11.42894510000042
214.81385875875355,16.147236299999804
199.8949388905087,22.14171669999996
228.2167174526125,16.200725000000148
191.3299010018024,21.52601850000019
216.88911109978926,19.427317599999697
190.87324018286768,12.84168630000022
